2026-09-08T02:25:46Z,baseline,,392458,0.8,1594.21,|,1568446,0.8,6379.31,|,0,0,0,|,0,0
2026-09-08T02:25:57Z,baseline,,411802,0.82,1595.07,|,1645102,0.81,6382.47,|,0,0,0,|,0,0
2026-09-08T02:26:07Z,baseline,,426291,0.81,1598.77,|,1702614,0.8,6382.23,|,0,0,0,|,0,0
2026-09-08T02:26:18Z,baseline,,445561,0.81,1600.87,|,1779342,0.8,6383.05,|,0,0,0,|,0,0
2026-09-08T02:26:28Z,baseline,,460146,0.82,1601.61,|,1836760,0.8,6384.76,|,0,0,0,|,0,0
2026-09-08T02:26:39Z,baseline,,479349,0.8,1602.47,|,1913551,0.8,6386.92,|,0,0,0,|,0,0
2026-09-08T02:26:49Z,baseline,,493686,0.82,1601.06,|,1971216,0.82,6389.18,|,0,0,0,|,0,0
2026-09-08T02:26:59Z,baseline,,513093,0.81,1603.86,|,2047809,0.8,6388.55,|,0,0,0,|,0,0
2026-09-08T02:27:10Z,baseline,,527534,0.82,1604.31,|,2105368,0.8,6389.28,|,0,0,0,|,0,0
2026-09-08T02:27:20Z,baseline,,546836,0.82,1603.52,|,2182070,0.8,6391.06,|,0,0,0,|,0,0
2026-09-08T02:27:31Z,baseline,,561294,0.82,1605.61,|,2239607,0.81,6389.77,|,0,0,0,|,0,0
2026-09-08T02:27:41Z,baseline,,580352,0.82,1602.55,|,2316550,0.8,6393.54,|,0,0,0,|,0,0
2026-09-08T02:27:52Z,baseline,,594612,0.83,1599.97,|,2374289,0.82,6396.7,|,0,0,0,|,0,0
2026-09-08T02:28:02Z,baseline,,613834,0.82,1600.2,|,2451068,0.81,6396.99,|,0,0,0,|,0,0
2026-09-08T02:28:12Z,baseline,,628373,0.83,1600.65,|,2508533,0.81,6396.97,|,0,0,0,|,0,0
2026-09-08T02:28:23Z,baseline,,647376,0.81,1598.83,|,2585527,0.8,6399.34,|,0,0,0,|,0,0
2026-09-08T02:28:33Z,baseline,,661788,0.82,1599.87,|,2643117,0.81,6398.44,|,0,0,0,|,0,0
2026-09-08T02:28:45Z,baseline,,680963,0.82,1599.02,|,2719937,0.8,6399.66,|,0,0,0,|,0,0
2026-09-08T02:28:55Z,baseline,,695463,0.82,1600.79,|,2777442,0.81,6398.09,|,0,0,0,|,0,0
2026-09-08T02:29:05Z,baseline,,714581,0.82,1599.55,|,2854321,0.8,6399.52,|,0,0,0,|,0,0
2026-09-08T02:29:16Z,baseline,,728912,0.82,1598.88,|,2911991,0.8,6400.33,|,0,0,0,|,0,0
2026-09-08T02:29:26Z,baseline,,748030,0.81,1599.02,|,2988873,0.8,6400.32,|,0,0,0,|,0,0
2026-09-08T02:29:37Z,window_C,,762335,0.81,1596.03,|,3046568,0.81,6403.38,|,0,0,0,|,0,0
2026-09-08T02:29:47Z,window_C,,781804,4.69,1599.6,|,3123100,4.54,6399.81,|,0,0,0,|,0,0
2026-09-08T02:29:58Z,window_C,,796432,4.84,1602.46,|,3180473,4.44,6397.1,|,0,0,0,|,0,0
2026-09-08T02:30:08Z,window_C,,815831,4.69,1606.31,|,3257071,4.35,6393.31,|,0,0,0,|,0,0
2026-09-08T02:30:18Z,window_C,,830079,4.64,1604.16,|,3314820,4.4,6395.51,|,0,0,0,|,0,0
2026-09-08T02:30:29Z,window_C,,849563,4.61,1607.29,|,3391336,4.43,6392.47,|,0,0,0,|,0,0
2026-09-08T02:30:39Z,window_C,,864038,4.54,1606.97,|,3448855,4.34,6392.85,|,0,0,0,|,0,0
2026-09-08T02:30:50Z,window_C,,878459,4.73,1606.49,|,3506442,4.59,6393.35,|,0,0,0,|,0,0
2026-09-08T02:31:00Z,window_C,,897475,4.53,1602.56,|,3583422,4.42,6397.33,|,0,0,0,|,0,0
2026-09-08T02:31:11Z,window_C,,911878,4.7,1602.2,|,3641021,4.58,6397.67,|,0,0,0,|,0,0
2026-09-08T02:31:21Z,window_C,,930914,4.48,1598.04,|,3717987,4.41,6401.85,|,0,0,0,|,0,0
2026-09-08T02:31:32Z,window_C,,945400,4.47,1601.2,|,3775499,4.32,6398.73,|,0,0,0,|,0,0
2026-09-08T02:31:42Z,window_C,,964537,4.85,1599.46,|,3852369,4.47,6400.46,|,0,0,0,|,0,0
2026-09-08T02:31:53Z,window_C,,978854,5.43,1598.53,|,3910049,4.67,6401.38,|,0,0,0,|,0,0
2026-09-08T02:32:03Z,window_C,,997663,4.9,1595.27,|,3987232,4.58,6404.66,|,0,0,0,|,0,0
2026-09-08T02:32:13Z,window_C,1012202,4.7,1594.12,|,4044701,4.47,6405.89,|,0,0,0,|,0,0
2026-09-08T02:32:24Z,window_C,1031521,4.81,1598.56,|,4121387,4.56,6401.41,|,0,0,0,|,0,0
2026-09-08T02:32:34Z,window_C,1045992,4.7,1599.31,|,4178904,4.52,6400.67,|,0,0,0,|,0,0
2026-09-08T02:32:45Z,window_C,1065079,4.84,1598.4,|,4255816,4.52,6401.6,|,0,0,0,|,0,0
2026-09-08T02:32:55Z,window_C,1079220,4.39,1594.34,|,4313670,4.32,6405.69,|,0,0,0,|,0,0
2026-09-08T02:33:06Z,window_C,1098501,4.5,1595.52,|,4390401,4.34,6404.48,|,0,0,0,|,0,0
2026-09-08T02:33:16Z,window_C,1112972,4.79,1598.08,|,4447926,4.45,6401.93,|,0,0,0,|,0,0
2026-09-08T02:33:27Z,window_C,1132079,4.69,1597.62,|,4524819,4.47,6402.37,|,0,0,0,|,0,0
2026-09-08T02:33:37Z,window_C,1146455,4.76,1596.08,|,4582449,4.54,6403.9,|,0,0,0,|,0,0
2026-09-08T02:33:48Z,window_C,1165664,4.74,1596.48,|,4659240,4.5,6403.57,|,0,0,0,|,0,0
2026-09-08T02:33:58Z,window_C,1179997,4.75,1597.45,|,4716893,4.51,6402.48,|,0,0,0,|,0,0
2026-09-08T02:34:08Z,window_C,1198938,4.38,1593.87,|,4793956,4.44,6406.04,|,0,0,0,|,0,0
2026-09-08T02:34:19Z,window_C,1213248,4.83,1594.36,|,4851657,4.74,6405.66,|,0,0,0,|,0,0
2026-09-08T02:34:29Z,window_C,1232645,4.66,1596.12,|,4928255,4.36,6403.82,|,0,0,0,|,0,0
2026-09-08T02:34:40Z,window_C,1247137,4.85,1599.32,|,4985777,4.58,6400.48,|,0,0,0,|,0,0
2026-09-08T02:34:50Z,window_C,1266322,4.76,1599.64,|,5062574,4.7,6400.35,|,0,0,0,|,0,0
2026-09-08T02:35:01Z,window_C,1280637,4.84,1597.25,|,5120257,4.51,6402.77,|,0,0,0,|,0,0
2026-09-08T02:35:11Z,window_C,1299720,4.69,1595.53,|,5197179,4.46,6404.54,|,0,0,0,|,0,0
2026-09-08T02:35:21Z,window_C,1314202,4.96,1598.62,|,5254700,4.47,6401.32,|,0,0,0,|,0,0
2026-09-08T02:35:32Z,window_C,1333533,4.84,1602.44,|,5331367,4.58,6397.6,|,0,0,0,|,0,0
2026-09-08T02:35:42Z,window_C,1348032,4.89,1601.73,|,5388872,4.36,6398.25,|,0,0,0,|,0,0
2026-09-08T02:35:53Z,window_C,1362386,4.77,1600.49,|,5446516,4.53,6399.5,|,0,0,0,|,0,0
2026-09-08T02:36:03Z,window_C,1381770,4.56,1604.73,|,5523128,4.35,6395.28,|,0,0,0,|,0,0
2026-09-08T02:36:14Z,window_C,1396039,4.71,1601.2,|,5580861,4.76,6398.79,|,0,0,0,|,0,0
2026-09-08T02:36:24Z,window_C,1415054,4.61,1598.04,|,5657847,4.63,6401.98,|,0,0,0,|,0,0
2026-09-08T02:36:35Z,window_C,1429501,4.68,1600.15,|,5715396,4.71,6399.82,|,0,0,0,|,0,0
2026-09-08T02:36:45Z,window_C,1448680,4.39,1599.32,|,5792220,4.3,6400.72,|,0,0,0,|,0,0
2026-09-08T02:36:56Z,window_C,1463001,4.88,1597.66,|,5849898,4.74,6402.35,|,0,0,0,|,0,0
2026-09-08T02:37:06Z,window_C,1482349,5.02,1599.64,|,5926552,4.6,6400.38,|,0,0,0,|,0,0
2026-09-08T02:37:16Z,window_C,1496764,4.96,1600.35,|,5984134,4.53,6399.62,|,0,0,0,|,0,0
2026-09-08T02:37:27Z,window_C,1515892,4.48,1601.12,|,6061004,4.42,6398.9,|,0,0,0,|,0,0
2026-09-08T02:37:39Z,quiet_1,1534891,4.63,1596.36,|,6138012,4.53,6403.64,|,0,0,0,|,0,0
2026-09-08T02:37:50Z,quiet_1,1549330,2.09,1597.04,|,6195573,1.72,6403,|,0,0,0,|,0,0
2026-09-08T02:38:00Z,quiet_1,1568681,0.81,1600.16,|,6272224,0.81,6399.86,|,0,0,0,|,0,0
2026-09-08T02:38:11Z,quiet_1,1583058,0.82,1599.68,|,6329846,0.8,6400.34,|,0,0,0,|,0,0
2026-09-08T02:38:21Z,quiet_1,1602423,0.81,1601.35,|,6406479,0.8,6398.67,|,0,0,0,|,0,0
2026-09-08T02:38:32Z,quiet_1,1621644,0.82,1602.98,|,6483258,0.8,6397.05,|,0,0,0,|,0,0
2026-09-08T02:38:43Z,quiet_1,1636045,0.82,1601.85,|,6540856,0.81,6398.15,|,0,0,0,|,0,0
2026-09-08T02:38:53Z,quiet_1,1655277,0.82,1602,|,6617626,0.81,6398.02,|,0,0,0,|,0,0
2026-09-08T02:39:04Z,quiet_1,1669545,0.82,1600.5,|,6675357,0.8,6399.52,|,0,0,0,|,0,0
2026-09-08T02:39:14Z,quiet_1,1688590,0.81,1597.66,|,6752311,0.79,6402.38,|,0,0,0,|,0,0
2026-09-08T02:39:24Z,quiet_1,1703036,0.81,1598.47,|,6809865,0.79,6401.55,|,0,0,0,|,0,0
2026-09-08T02:39:35Z,quiet_1,1722045,0.82,1595.32,|,6886858,0.8,6404.68,|,0,0,0,|,0,0
2026-09-08T02:39:46Z,quiet_1,1736484,0.81,1597.75,|,6944419,0.8,6402.26,|,0,0,0,|,0,0
2026-09-08T02:39:56Z,quiet_1,1755609,0.82,1594.66,|,7021293,0.81,6405.36,|,0,0,0,|,0,0
2026-09-08T02:40:07Z,quiet_1,1769882,0.82,1596.6,|,7079024,0.8,6403.41,|,0,0,0,|,0,0
2026-09-08T02:40:17Z,quiet_1,1789074,0.82,1595.23,|,7155828,0.8,6404.78,|,0,0,0,|,0,0
2026-09-08T02:40:27Z,quiet_1,1803459,0.82,1595.57,|,7213448,0.8,6404.46,|,0,0,0,|,0,0
2026-09-08T02:40:38Z,quiet_1,1822702,0.81,1597.85,|,7290202,0.79,6402.15,|,0,0,0,|,0,0
2026-09-08T02:40:48Z,quiet_1,1837132,0.82,1599.19,|,7347770,0.81,6400.84,|,0,0,0,|,0,0
2026-09-08T02:40:59Z,quiet_1,1856519,0.81,1601.73,|,7424384,0.8,6398.3,|,0,0,0,|,0,0
2026-09-08T02:41:10Z,quiet_1,1870860,0.81,1600.4,|,7482044,0.81,6399.6,|,0,0,0,|,0,0
2026-09-08T02:41:20Z,quiet_1,1890365,0.81,1604.82,|,7558537,0.8,6395.18,|,0,0,0,|,0,0
2026-09-08T02:41:31Z,quiet_1,1904702,0.82,1602.92,|,7616201,0.81,6397.08,|,0,0,0,|,0,0
2026-09-08T02:41:41Z,window_Q,1923997,0.82,1604.57,|,7692910,0.8,6395.43,|,0,0,0,|,0,0
2026-09-08T02:41:52Z,window_Q,1938447,0.82,1605.24,|,7750457,0.81,6394.76,|,0,0,0,|,0,0
2026-09-08T02:42:02Z,window_Q,1957736,1.46,1603.78,|,7827166,1.41,6396.23,|,0,0,0,|,0,0
2026-09-08T02:42:14Z,window_Q,1972022,1.87,1602.11,|,7884882,1.69,6397.79,|,0,0,0,|,0,0
2026-09-08T02:42:24Z,window_Q,1991091,1.84,1600.36,|,7961811,1.77,6399.63,|,0,0,0,|,0,0
2026-09-08T02:42:35Z,window_Q,2005569,1.77,1600.44,|,8019330,1.66,6399.57,|,0,0,0,|,0,0
2026-09-08T02:42:45Z,window_Q,2024799,1.92,1601.24,|,8096102,1.76,6398.74,|,0,0,0,|,0,0
2026-09-08T02:42:55Z,window_Q,2039349,2.05,1603.66,|,8153552,1.99,6396.33,|,0,0,0,|,0,0
2026-09-08T02:43:06Z,window_Q,2058404,1.96,1601.46,|,8230491,1.81,6398.54,|,0,0,0,|,0,0
2026-09-08T02:43:16Z,window_Q,2072841,1.9,1600.41,|,8288059,1.75,6399.57,|,0,0,0,|,0,0
2026-09-08T02:43:27Z,window_Q,2092107,1.92,1602.79,|,8364793,1.76,6397.25,|,0,0,0,|,0,0
2026-09-08T02:43:38Z,window_Q,2106608,1.91,1602.59,|,8422292,1.82,6397.39,|,0,0,0,|,0,0
2026-09-08T02:43:48Z,window_Q,2125733,2.24,1601.26,|,8499169,2.05,6398.7,|,0,0,0,|,0,0
2026-09-08T02:43:59Z,window_Q,2140210,1.85,1602.7,|,8556693,1.77,6397.31,|,0,0,0,|,0,0
2026-09-08T02:44:09Z,window_Q,2159202,1.82,1599.25,|,8633699,1.71,6400.74,|,0,0,0,|,0,0
2026-09-08T02:44:19Z,window_Q,2173504,2,1598.32,|,8691399,1.86,6401.66,|,0,0,0,|,0,0
2026-09-08T02:44:30Z,window_Q,2192670,2.19,1597.54,|,8768230,1.99,6402.47,|,0,0,0,|,0,0
2026-09-08T02:44:41Z,window_Q,2207208,1.79,1600.11,|,8825701,1.75,6399.9,|,0,0,0,|,0,0
2026-09-08T02:44:51Z,window_Q,2226482,1.76,1601.84,|,8902420,1.7,6398.19,|,0,0,0,|,0,0
2026-09-08T02:45:02Z,window_Q,2240818,2.02,1600.72,|,8960086,1.94,6399.29,|,0,0,0,|,0,0
2026-09-08T02:45:12Z,window_Q,2259991,2.02,1600.58,|,9036913,1.87,6399.41,|,0,0,0,|,0,0
2026-09-08T02:45:22Z,window_Q,2274526,1.88,1601.5,|,9094376,1.74,6398.51,|,0,0,0,|,0,0
2026-09-08T02:45:33Z,window_Q,2293766,1.81,1601.6,|,9171133,1.71,6398.41,|,0,0,0,|,0,0
2026-09-08T02:45:43Z,window_Q,2308174,1.95,1602.26,|,9228732,1.92,6397.72,|,0,0,0,|,0,0
2026-09-08T02:45:55Z,window_Q,2327240,1.97,1599.45,|,9305662,1.87,6400.53,|,0,0,0,|,0,0
2026-09-08T02:46:05Z,window_Q,2346345,1.78,1598.25,|,9382555,1.71,6401.71,|,0,0,0,|,0,0
2026-09-08T02:46:16Z,window_Q,2360663,1.73,1596.1,|,9440237,1.7,6403.93,|,0,0,0,|,0,0
2026-09-08T02:46:26Z,window_Q,2380006,1.95,1598.85,|,9516899,1.83,6401.13,|,0,0,0,|,0,0
2026-09-08T02:46:37Z,window_Q,2394315,1.72,1600.03,|,9574586,1.72,6399.96,|,0,0,0,|,0,0
2026-09-08T02:46:47Z,window_Q,2413440,1.86,1597.36,|,9651462,1.79,6402.64,|,0,0,0,|,0,0
2026-09-08T02:46:58Z,window_Q,2428065,1.9,1601.37,|,9708837,1.78,6398.62,|,0,0,0,|,0,0
2026-09-08T02:47:08Z,window_Q,2447505,2.1,1604.54,|,9785397,2.01,6395.5,|,0,0,0,|,0,0
2026-09-08T02:47:19Z,window_Q,2461837,1.73,1603.69,|,9843066,1.67,6396.27,|,0,0,0,|,0,0
2026-09-08T02:47:29Z,window_Q,2481206,1.75,1603.46,|,9919697,1.73,6396.48,|,0,0,0,|,0,0
2026-09-08T02:47:40Z,window_Q,2495646,1.93,1605.16,|,9977255,1.89,6394.86,|,0,0,0,|,0,0
2026-09-08T02:47:50Z,window_Q,2514797,2.02,1603.04,|,10054105,1.89,6396.99,|,0,0,0,|,0,0
2026-09-08T02:48:00Z,window_Q,2529038,1.78,1600.99,|,10111864,1.71,6398.98,|,0,0,0,|,0,0
2026-09-08T02:48:11Z,window_Q,2548181,1.85,1599.82,|,10188719,1.74,6400.23,|,0,0,0,|,0,0
2026-09-08T02:48:21Z,window_Q,2562507,2.38,1599.1,|,10246395,2.16,6400.89,|,0,0,0,|,0,0
2026-09-08T02:48:32Z,window_Q,2577042,1.78,1600.93,|,10303857,1.73,6399.06,|,0,0,0,|,0,0
2026-09-08T02:48:42Z,window_Q,2596473,1.75,1603.75,|,10380434,1.67,6396.27,|,0,0,0,|,0,0
2026-09-08T02:48:53Z,window_Q,2610729,2.03,1601.45,|,10438175,1.95,6398.58,|,0,0,0,|,0,0
2026-09-08T02:49:03Z,window_Q,2629809,3.36,1599.75,|,10515095,23.62,6400.26,|,0,0,0,|,0,0
2026-09-08T02:49:14Z,window_Q,2644309,1.63,1600.57,|,10572594,1.6,6399.45,|,0,0,0,|,0,0
2026-09-08T02:49:24Z,window_Q,2663430,1.9,1599.71,|,10649473,1.82,6400.33,|,0,0,0,|,0,0
2026-09-08T02:49:34Z,window_Q,2677732,1.98,1599.61,|,10707172,1.78,6400.38,|,0,0,0,|,0,0
2026-09-08T02:49:52Z,quiet_2,2706415,1.9,1596.6,|,10822487,1.87,6403.42,|,0,0,0,|,0,0
2026-09-08T02:50:03Z,quiet_2,2725574,0.82,1598.08,|,10899330,0.81,6401.94,|,0,0,0,|,0,0
2026-09-08T02:50:13Z,quiet_2,2739909,0.82,1596.42,|,10956996,0.81,6403.61,|,0,0,0,|,0,0
2026-09-08T02:50:24Z,quiet_2,2759302,0.82,1600.17,|,11033606,0.81,6399.85,|,0,0,0,|,0,0
2026-09-08T02:50:35Z,quiet_2,2773728,0.82,1598.62,|,11091175,0.81,6401.38,|,0,0,0,|,0,0
2026-09-08T02:50:45Z,quiet_2,2792656,0.83,1597.2,|,11168249,0.83,6402.8,|,0,0,0,|,0,0
2026-09-08T02:50:56Z,quiet_2,2806961,0.82,1595.35,|,11225943,0.81,6404.66,|,0,0,0,|,0,0
2026-09-08T02:51:06Z,quiet_2,2826089,0.81,1595.13,|,11302813,0.8,6404.87,|,0,0,0,|,0,0
2026-09-08T02:51:17Z,quiet_2,2840575,0.82,1596.71,|,11360329,0.81,6403.31,|,0,0,0,|,0,0
2026-09-08T02:51:27Z,quiet_2,2859791,0.82,1595.93,|,11437111,0.81,6404.09,|,0,0,0,|,0,0
2026-09-08T02:51:38Z,quiet_2,2878831,0.82,1596.03,|,11514069,0.81,6403.97,|,0,0,0,|,0,0
2026-09-08T02:51:49Z,quiet_2,2893240,0.82,1595.9,|,11571665,0.82,6404.1,|,0,0,0,|,0,0
2026-09-08T02:51:59Z,quiet_2,2912395,0.82,1596.88,|,11648508,0.81,6403.12,|,0,0,0,|,0,0
2026-09-08T02:52:10Z,quiet_2,2926984,0.82,1599.9,|,11705920,0.81,6400.12,|,0,0,0,|,0,0
2026-09-08T02:52:20Z,quiet_2,2946140,0.82,1599.61,|,11782766,0.81,6400.4,|,0,0,0,|,0,0
2026-09-08T02:52:31Z,quiet_2,2960451,0.82,1598.83,|,11840448,0.81,6401.18,|,0,0,0,|,0,0
2026-09-08T02:52:41Z,quiet_2,2979606,0.82,1597.21,|,11917300,0.81,6402.78,|,0,0,0,|,0,0
2026-09-08T02:52:52Z,quiet_2,2994101,0.83,1599.48,|,11974805,0.82,6400.55,|,0,0,0,|,0,0
2026-09-08T02:53:03Z,quiet_2,3013273,0.82,1599.72,|,12051629,0.81,6400.29,|,0,0,0,|,0,0
2026-09-08T02:53:13Z,quiet_2,3027677,0.82,1599.49,|,12109229,0.81,6400.52,|,0,0,0,|,0,0
2026-09-08T02:53:24Z,quiet_2,3046880,0.81,1599.57,|,12186025,0.8,6400.43,|,0,0,0,|,0,0
2026-09-08T02:53:34Z,quiet_2,3061094,0.81,1596.63,|,12243808,0.81,6403.37,|,0,0,0,|,0,0
2026-09-08T02:53:45Z,quiet_2,3080120,0.81,1594.75,|,12320785,0.81,6405.25,|,0,0,0,|,0,0
